gene	H2621_L	HP25311_L	HP25337_L	HU1327_L	UWHI366R_L	H2621_H	HP25311_H	HP25337_H	HU1327_H	UWHI366R_H
UTP18	13.64442736	13.10621606	10.95094207	12.61200274	14.93316073	12.76451681	13.45607134	10.68268322	11.16616487	11.52530352
POFUT1	10.68461562	12.06879391	5.590609279	10.7362692	10.28223222	10.2101175	10.53249229	5.044704353	10.81130069	9.113248848
NAGLU	9.180666868	18.76402275	10.75558063	17.83012651	16.99616627	7.799832774	18.12122676	12.62306457	15.31811962	13.33783032
AFF4	40.05958368	38.6506126	52.10412887	41.49569306	48.06862058	38.14445789	36.62953681	49.10595058	37.53954631	43.09094783
BRWD1-IT2	1.179972364	1.432772574	0.74478581	1.25869361	0.683138724	0.848588562	1.926668863	1.985332956	1.831645284	1.280943396
C16orf45	27.21663587	41.2266884	48.2373266	25.34385039	23.0263109	28.35582447	38.919248	38.18307887	21.59211416	20.45944553
FBXO45	4.128267036	3.609870461	2.891023723	3.503499329	4.292597823	4.693330754	4.07927061	4.643658678	3.868675674	4.0832894
PKD1P1	1.539259327	1.933421845	2.316567736	1.60005037	1.961373972	1.479243152	1.453679179	1.827973123	1.691206499	1.672497662
PHKA1	2.994318649	3.230047451	1.258551932	2.930133771	2.924652741	2.815063995	2.789953493	1.124129369	2.730811992	2.518859408
NBEAL2	9.737821886	8.232168453	5.452401293	10.22159054	11.88903208	9.246063775	7.781601743	5.221473819	9.796391397	10.27077264
UBN1	9.950456551	10.74435812	12.31594292	10.29484631	11.67524349	9.892305629	9.75272176	12.30990353	10.45133329	8.85618481
DIABLO	1.485174437	1.03364124	1.088929263	1.075031591	1.187854868	1.277727175	0.918776267	1.097090581	0.928929271	0.945969944
GCN1	26.7723475	19.1124915	13.39811201	18.78521842	22.20593395	24.0836758	18.15134999	11.98784342	18.34721649	20.40277856
WDR26	11.63745899	12.7639756	14.49246339	11.98769642	12.46996705	10.79048158	11.87233584	13.48978805	11.15489691	11.62517603
CABLES2	2.086597488	2.016513852	1.633249666	2.228285146	1.667017516	1.890861911	1.743123461	1.210604261	1.602502158	1.64838685
SYNGAP1	5.315850572	4.166136995	6.614628384	4.730530103	4.351913709	4.929591894	3.597227683	6.725435546	4.278340957	4.057633421
ZC3H7A	10.03088956	10.50693113	17.51304038	10.75325013	10.93618119	9.902544522	9.654943356	14.73688778	9.710083409	10.12225564
UNC45A	9.448388895	12.09226587	12.61837817	12.05790287	10.06429155	9.151315274	10.99326321	11.54095739	11.26263227	9.181342347
ARG2	15.2708711	24.04805123	70.12259073	17.50623378	23.82719667	14.25809871	21.21319495	55.29839721	14.14727476	25.0143703
DDR1	46.60935996	52.42268631	39.93182039	44.59534132	38.62588016	45.87659769	51.66355878	33.18388975	39.69172779	33.8895406
EXOC3L2	0.506913974	0.537675408	2.446258501	4.850206463	0.979328458	0.520262661	1.033012726	4.345577889	5.708611619	0.949708471
NOVA2	1.730372712	2.694902452	1.183237643	3.926941517	1.685521127	1.477703005	2.229746142	1.340862206	3.318005437	1.530373029
AGO3	4.862713638	3.902720452	5.960816365	4.632645652	4.670704465	4.527221529	3.730881648	7.109329066	3.824319058	3.301069028
STX12	21.22779351	18.1413261	10.79172211	17.68443978	18.57765183	22.97863553	18.78547695	22.70902589	20.08331163	18.42093157
SLC7A6OS	5.723268718	4.896416016	2.163162162	4.858278734	4.793586529	6.265876277	5.385696141	3.845503304	5.432947178	4.740148095
COG6	4.114020382	5.524226248	3.235772388	5.151395616	4.972164067	4.199099321	4.976950763	2.906888247	4.472217121	4.337508455
PIAS3	5.914108532	7.134711196	7.002434098	6.230490932	5.735304808	4.900691055	6.048423432	7.20244351	6.283949809	5.188766958
ADGRG2	1.017038779	1.468357997	1.604287585	2.497189246	1.259484902	1.005949378	1.140404955	1.114184575	2.403970726	1.166950869
BAG2	2.607470062	2.777058655	1.50619303	2.902602695	2.858985258	2.634327484	3.13902914	2.210350127	3.36011718	3.109596345
SORBS1	3.951991445	4.186352597	3.431960751	5.845070794	3.708043201	4.254339351	4.687409922	3.812517459	7.317741058	4.033314489
PKD1	9.397742957	10.9401172	12.3469829	11.57620577	10.00407911	8.486039674	10.58769109	8.061886966	12.71956783	8.057629702
LEMD2	5.937151187	6.340144027	8.208245997	6.767066923	7.290522781	6.534111071	5.952219883	5.568655986	6.110168998	5.728528573
MRGBP	5.266935127	3.950743062	5.477372474	5.95237801	5.759221565	4.29052817	4.715979143	3.583791835	4.74340704	4.701326235
PRICKLE3	3.250630167	3.160053013	1.841191587	3.599841387	3.184009467	2.78186958	2.716173322	1.953617926	2.617485677	2.904384584
RDH14	7.329827781	8.305766041	9.754038484	8.191158851	7.659003177	7.030129842	8.782237531	6.032751543	6.500502283	6.231487203
COQ6	1.558242799	2.106488929	0.850369288	1.618716444	1.897427772	1.323675442	1.970737067	1.010719433	1.402028491	1.266392827
UHRF1BP1	8.973273201	5.704223456	5.833935184	4.810124578	8.035179849	8.033413387	4.741256231	6.966803547	4.560674209	6.451373595
BRD2	71.0597783	51.29895871	195.762735	51.37068609	58.24379945	67.20293155	48.35486008	101.8455013	44.96026668	55.28338479
URGCP	7.060085511	4.570972809	4.19647069	5.457209535	5.838711681	6.279288704	4.707613283	3.774843206	4.643598337	5.22103212
MRAS	1.600133426	2.491405506	2.779248077	2.986312628	2.475606263	2.079898801	2.675518477	3.739443218	3.585673927	2.349364057
AACS	4.335510081	5.878993696	3.827532545	6.506707569	5.730386727	3.750546377	5.64606734	4.372387784	5.620678084	4.81498928
SKIV2L	8.429752847	9.884032258	5.928446522	9.762604609	9.517961933	8.073191432	8.553302687	5.909741609	8.933712161	8.625257988
CCNJ	3.459977327	2.245198209	0.956916214	1.827311767	2.540741681	3.271307835	2.89960927	2.232140132	2.167546082	2.722347109
GGT1	1.020582764	3.093594242	3.224214596	1.269054402	2.273395928	0.775657404	2.981554629	1.337989653	1.268814421	1.930134918
WWC2	5.682282803	2.786985777	2.882172591	3.28889817	3.903389525	5.045550916	2.564675642	2.489786321	3.034378642	3.737226305
SRSF11	23.6027109	22.22980448	34.66253443	21.8156014	23.35646238	24.17269299	22.05085515	28.59653729	21.15576052	17.90305538
SATB1	7.729401708	8.584833092	10.56446993	8.947974594	6.460876445	7.382287592	7.6193738	7.065593687	8.076975345	6.408771695
ST20-AS1	1.166830641	1.194266731	0.510566854	1.313453984	1.052430596	1.253257403	1.188002448	0.949210261	1.797377362	1.251301962
SMPD1	30.38456405	46.93654386	21.72627813	38.13778173	34.48861501	27.80274671	40.45889536	22.48836931	33.11937842	33.15161655
INCA1	0.59717992	1.067378449	0.465374192	0.606686161	0.550779926	1.061690967	0.923896804	1.001800358	1.093727014	0.662687254
SSH3	4.343482501	5.782512625	5.240276395	5.056808606	5.240290597	3.64426713	5.569625976	4.235548736	4.184464971	5.129676551
FMO4	0.39931324	0.931277408	0.526997335	0.418480353	0.449455753	0.604208531	1.07376835	1.374192404	0.477488412	0.449779088
DISP3	2.234453661	5.155752146	1.822017402	3.015762645	1.462739707	2.102468818	4.820439573	1.275405611	2.630532467	1.317245382
BPIFC	1.608531143	1.659354983	0.880599513	1.016796128	2.442363956	1.923904213	2.122855806	1.939755045	1.227846628	2.332749172
ABCF1	42.81585662	31.4111518	34.71901221	30.12339326	36.53297907	39.94573095	31.20579716	33.79449185	27.11096133	31.80713645
SNX27	8.086322901	10.02028164	10.30507159	10.15893779	8.171478566	6.895328247	10.07179219	10.63017282	8.571674485	7.353595766
BTBD7	7.740344064	5.234159541	5.256145021	5.138738974	6.896387463	6.626438961	5.231680177	4.534007465	4.684998767	6.539275671
STX7	2.720321448	2.79627231	1.252631528	2.061523725	2.815899368	2.896587976	2.984185074	2.017882277	2.241256742	2.932782388
NAV1	11.40271615	20.18410257	23.72539613	23.91347042	16.76656338	10.59652089	19.13678238	15.6439692	21.762685	16.13423347
KCNB2	11.51959183	14.56519475	13.5548722	16.11719167	14.63674185	10.96347316	14.23295215	15.06743974	14.47174359	9.831007787
FERMT1	1.933154796	0.71617172	1.284327331	0.54709418	3.42263018	2.854971535	0.85278662	1.263493892	0.948360825	3.455478655
MZF1	4.922995079	5.995608482	4.352229757	6.460972602	5.063382286	4.726060566	5.727245137	4.072729392	5.988077437	4.171788274
SLC25A21-AS1	1.095961128	1.469161868	0.27722759	1.178819921	1.094513993	1.273271594	1.567368385	1.462468446	1.500664565	1.531086269
ACVR1B	10.05421044	12.01767983	3.959717869	9.387031231	9.899915109	9.187306649	10.02902898	4.915875962	7.198162442	8.340795924
UBE2G1	7.385671152	7.211115901	10.45852856	7.45243102	7.288508451	6.701383179	7.151275739	9.009689406	6.360933183	6.776086885
TMEM151B	0.622987601	0.514313261	2.812879525	0.927278925	0.475478062	0.433639089	0.544094112	1.759315359	0.674004561	0.558879184
TMEM117	0.906565046	1.93962893	0.574565226	1.360420734	1.46942109	1.494678527	1.932431347	0.932931397	2.21304381	1.297095497
RBM24	0.460294099	0.525622535	1.187955778	1.172950134	0.464329611	0.57403932	0.623105707	1.330818604	1.867454836	0.559432084
IFIT5	8.783576771	8.883256607	3.199841763	7.324789764	8.195709607	9.209013017	9.0931236	10.87998353	8.432199995	9.54311165
KLF10	48.00331327	40.37736123	27.18474981	49.73209501	55.45282051	56.83676045	44.01332316	49.8558438	49.37148883	55.24851461
TBK1	11.72704418	9.536534255	8.850914196	9.975906939	10.64350833	11.04916187	9.038167925	9.537585162	8.726332786	8.704993113
PITPNB	17.6159872	12.11066608	11.50776748	11.01144395	14.20803352	15.69229707	11.36009286	11.38591073	9.551571559	13.47332612
MTA2	19.97812701	15.69182752	21.38299293	16.74162894	17.98118345	19.34406361	14.89715549	18.04759602	15.04584014	16.5725481
PREB	11.60290467	10.80746963	9.574255108	10.73371424	14.68038364	11.07527793	11.27857695	8.419485432	9.321722707	11.8988318
CBR3	1.310430193	0.588919499	0.596362878	0.433817027	0.437600792	1.352487839	0.552507976	1.989853884	0.898310908	0.573074734
DENND4C	12.63080576	12.24412927	9.282629145	14.48093571	14.20756797	11.85408675	12.16952633	9.155718491	12.78593081	12.30545937
FABP3	1.469502138	2.745924623	3.831762535	3.705092686	4.657386116	1.95715112	2.940171756	7.237605792	3.4253844	6.734572589
SLX4	2.411119273	2.388094611	2.05653992	2.756546513	2.867895727	2.31039528	2.196987383	1.868982498	2.6318289	2.356675465
ESYT1	32.28040355	39.94276546	32.0207166	43.90580308	39.00215517	29.84309626	37.39907289	33.15925342	40.67060712	34.39336127
ATP2A2	25.96406324	21.6209777	35.57784839	23.29692543	23.16720923	25.89857793	19.42511202	32.6205729	21.24996041	21.04574729
SLC26A2	3.295700755	2.958540157	1.781313705	3.008057344	3.734916738	3.686317463	3.127120629	3.743883515	3.494342871	3.554282656
ZNF416	3.070223446	3.09982429	0.779570902	2.762180166	3.275902004	3.741007031	3.140319023	3.052095006	3.444257648	3.601369604
TNFRSF19	7.14391785	5.928146158	4.072168414	7.21093372	7.399350319	7.836180549	7.240756315	4.838856444	8.604941393	7.181567491
ZNF71	2.529723607	1.969899219	1.609157617	2.130229121	2.403616104	2.871007172	2.36237969	1.779087527	2.96804053	2.411608167
SDCCAG8	10.75546059	11.29098708	8.312459539	11.81424307	11.94626897	9.814935271	11.00024371	9.083794403	10.2926605	9.78643687
POGK	11.96752844	10.6463658	16.19649144	9.675702836	11.58703432	11.31640011	10.37568074	15.04937979	9.523292621	9.785223923
AHCYL2	6.077347742	5.352580679	5.50306146	5.253653659	5.112874905	5.360520637	5.200025829	5.661885297	4.552903699	4.505570603
RTL8A	19.86233372	33.91492081	14.13823518	32.3110298	24.57358672	23.19601682	36.2412574	19.24574922	33.0450664	28.67889938
ST5	7.475107677	5.302549311	3.623160001	3.489583693	4.090406024	8.221283606	5.849216161	4.908485985	3.853587983	3.974362469
HEATR6	3.848879333	4.566801446	0.999656453	4.755137525	3.908946282	4.48313275	5.008966428	2.335867821	4.975707399	4.257291308
SENP3	2.27353758	1.897441001	1.987647517	1.924774177	2.061938964	2.02383667	2.048658489	0.992019393	1.827220138	1.31009398
GLIS2	8.805010293	10.69151318	19.81692943	11.67492106	9.059730973	7.330647169	10.26360487	10.58326306	10.54191721	9.249421062
LINC02150	0.461521841	0.427317184	1.646210027	0.274985099	1.046899117	0.471591155	0.250560723	0.982050678	0.344123354	0.701979239
CPA3	1.247655094	0.021360297	0.49208865	0.163174468	0.879568857	1.106968459	0.175346843	1.052517523	0.314183773	1.364055129
U2AF2	33.06350168	30.57014713	48.90065078	34.01989468	28.87558782	29.81201259	30.06021006	46.34064497	27.32350386	27.63820941
ODF3L1	0.442016201	0.592533195	0.93336794	0.943010167	0.713426347	0.487416361	1.138819323	1.828484301	1.14771184	0.735754401
BACE1	8.914736453	15.38559282	10.93057772	18.00889297	9.667453772	8.756169227	13.59389433	11.83720035	15.23548294	8.389800528
PLXNB2	77.47468506	68.20748266	42.48614343	60.30521942	51.87983834	72.31900316	62.12895736	31.23022532	59.29723316	48.89101359
ADCY2	1.175496568	2.903999776	1.072499302	2.204614719	1.269803804	1.053634315	2.919264578	0.975076818	2.124723854	1.003315
CSNK1D	12.4272221	12.82608484	12.67591678	12.87597658	11.34612705	11.74331562	11.95421252	10.2327353	11.69212372	10.95073151
S100PBP	1.874345189	1.844799543	1.732462966	1.931009735	1.913363134	1.752152797	1.551749688	1.957260577	1.76542916	1.435625419
CLINT1	26.44780119	19.24896323	17.8645106	16.16971842	22.05296823	25.69670889	18.73949072	14.45438628	13.97941917	20.46411098
NKD1	0.520729239	0.599335762	2.113775088	0.666984115	0.405909465	0.50103912	0.558145813	1.022563801	0.732223784	0.279075456
ZNF268	2.550423805	2.630958375	0.582003273	2.380261925	2.910609632	2.887624656	2.759513054	1.392598206	2.711504559	2.911625261
GTF3C2	8.440275815	7.644766821	5.199058356	7.338579249	7.52398702	7.300665539	7.351648665	5.776436151	6.719997818	6.155314402
LRCH3	7.642803918	7.826927232	5.683547292	7.057111212	8.451452106	7.149771298	7.211608574	6.343901502	6.606071491	6.772115152
ACACA	7.671753304	8.824878033	7.133266345	8.8336806	8.986128373	6.942329141	8.126331942	8.441436197	7.796118073	7.154130398
WDR89	3.905580107	3.061709184	1.280467784	2.461676437	3.244753874	4.300251926	3.267367315	4.103504336	2.922205451	3.480235101
DDX52	8.236870581	4.320762639	6.252468386	4.843325021	6.618270061	7.752679515	4.468348321	5.823974468	4.353276068	5.466280502
DHX16	18.32264139	17.70522146	16.12098342	16.04200552	16.0503929	15.55079816	16.66594807	13.64017304	15.13003446	15.90590519
AATK	2.385278085	5.613680044	4.951646995	5.526472066	3.236797061	2.009143949	5.256220268	3.007381872	5.561858359	3.007569048
ZNF148	10.7846428	11.99089177	10.35795349	13.0183268	11.83398655	10.24335287	11.47350232	9.664044466	11.80545528	10.76499994
ATP7B	1.03101701	0.82834358	1.052565998	1.012135497	1.329463131	0.862836778	0.863748568	0.960821006	0.822945885	1.097034653
NCAM1	11.81195588	12.17374512	14.70145105	16.3252036	11.85151304	10.58404061	11.30300668	16.60038656	15.29774733	9.79976794
USP19	9.448231965	11.23420676	10.0080331	10.53690652	10.96934923	8.901179659	10.3419031	9.747213052	10.40315138	9.451932791
ERP29	32.20698349	66.16299833	74.95028454	73.09364331	59.94686566	30.70030838	63.22344207	71.42743643	63.10056682	55.10711447
ASB16-AS1	3.337285338	3.380456182	1.33123741	3.128770733	2.554676585	3.718942873	3.992428744	2.76364092	4.074961408	2.271012885
ABAT	2.604603204	4.53951683	1.900552863	3.415378442	2.74062878	2.224435314	3.889111277	1.971088115	3.518705025	2.35667772
LRTOMT	0.910641303	0.994887248	0.593354971	0.714799554	0.637837819	0.889817845	1.117949975	1.06614379	0.996832553	0.680952572
CDR1	1.30332044	1.24113198	3.637523353	1.610586924	1.758743491	1.245337226	2.1739118	4.71857349	1.907035388	2.040721799
MUC6	11.80544979	0.472081638	0.704056281	0.901575383	3.307408852	11.31054788	0.624875098	0.896125581	1.217128241	3.537029885
FAM171A2	1.17640706	2.765228409	2.94342169	2.975136105	1.839417414	1.001884418	2.523624955	2.325291156	3.227599209	1.293796582
PDZRN3	4.551451953	7.580964092	20.73499204	7.572791924	5.059613123	4.483738849	6.957309551	9.975072253	7.7181886	4.177647365
ZNF639	4.173980678	4.039631974	4.288454046	3.638557727	3.492642857	3.817905025	3.5546839	3.773109328	3.355628359	3.338952192
NHEJ1	2.259259379	2.074801433	2.857695885	2.056783125	1.972394882	1.841372407	2.009468492	1.979035667	1.938172707	1.842046569
ZNF616	3.68324225	2.609233983	1.758651926	3.353996946	3.588662249	3.949224136	2.819609157	3.244185619	3.672029672	3.898575382
FEM1B	24.10499859	14.24580865	7.184917935	13.15994269	20.59405822	24.78206842	15.1490947	12.76513843	14.59736989	20.75719865
ILF3	26.87104892	21.10694215	17.32497772	19.1023455	22.1607605	25.03960394	19.41457777	17.46518873	18.68857012	19.39313552
PI4KA	13.53755502	20.0549206	16.87612216	19.93414792	18.10095801	12.26942857	18.2515762	18.69021921	17.649949	16.03305349
SHROOM3	9.879062102	7.185897591	7.548887473	8.490915869	7.334331062	8.613429674	7.146150725	5.993950214	8.122998454	6.903534971
ZNF692	2.635088777	2.26281793	1.721098091	3.092932182	2.50629461	2.139067202	2.154615957	2.090048959	2.459973461	1.800948401
KIAA1324	24.23685956	49.79520248	32.75394309	55.36928183	33.3317927	23.27106106	44.05900113	32.32690248	48.31061371	31.39865407
MTUS2-AS1	1.110960518	0.344738173	1.692465893	0.365764714	0.630912921	0.899356189	0.404279767	0.5353414	0.467420324	0.277222944
SH3RF3	0.64575721	0.521559226	0.444127175	1.309763474	0.928501053	0.848912922	0.607668849	0.558290324	1.900346713	0.861497866
HENMT1	0.915939533	0.844545106	0.546846986	0.806450638	0.888770952	1.22816703	0.838040126	1.425952135	0.955555615	1.037156156
PPP4R2	12.44177579	9.987715109	11.55816451	10.85604543	11.99095648	11.92288927	9.319945203	10.82618251	9.359241039	11.16341541
IL15RA	5.554705883	3.146065317	1.668513232	4.020639392	3.294945116	6.504233845	3.837758436	3.814732864	4.185656991	3.168948964
INPPL1	8.993552614	10.90242073	14.00027504	11.85085937	10.93357776	8.389202672	10.85065583	11.74192776	11.62373346	9.425136227
TM2D2	7.062176411	6.94653008	3.517907214	5.787747838	6.477315374	7.426025419	6.875541597	5.37492862	6.435876603	7.904368721
MYO9A	4.006712245	3.487899102	2.763540557	4.38852958	4.606619169	3.594409196	3.744139533	2.517592744	3.956779882	3.860038041
GNAQ	10.79072302	14.09896686	23.38168218	14.09683172	12.32707199	10.33896475	12.29109408	26.20760685	12.21677804	10.60943442
OGFOD1	6.849846927	5.63652203	3.337531665	4.783887974	6.184958074	6.487960905	6.359776444	5.432131617	6.078468766	6.031526233
USP43	5.38668311	2.885439096	1.82602882	2.484579177	4.296628533	5.286077573	3.447558218	2.498083257	2.983011438	4.612758162
BAMBI	9.708144073	5.286724229	33.22405	7.32524207	8.836920865	7.826128641	5.801760489	20.64846358	7.683203523	7.288623858
MAZ	24.02834924	21.55838009	31.90304163	25.00757124	20.60882328	23.21524916	20.89965811	29.97555327	20.33408925	18.91230582
LPAR1	2.634416561	2.666351784	3.635974169	2.686026229	1.685439661	3.180001655	2.90510786	4.413320103	3.214146267	1.881842787
SPRY4	6.954056777	7.335930748	9.32275737	9.533778045	7.370838339	7.581734716	8.348334805	10.56790989	13.46479207	7.046339573
PREX1	5.697560442	14.547228	12.30238016	22.03205607	9.900137469	5.909531984	12.7012102	8.66682445	20.23485198	9.249823999
RBKS	0.958237697	1.207687504	1.050626531	1.174180464	1.391959878	1.225028617	1.55146351	1.986884506	1.459366664	1.162675073
RASGRP3	6.504702929	1.322936579	4.053597415	0.942381097	2.786639581	6.271954044	1.240312847	3.21973773	1.065627113	1.991574184
PACRG	1.988238914	1.65446889	1.365549283	2.431080453	2.185771302	2.125338033	2.321177824	2.761429879	2.99611568	1.92974145
SUDS3	12.12836171	12.73186888	13.86988242	12.62946339	11.83306884	11.55278719	13.34118516	12.42721818	10.3384656	10.23433838
HNMT	1.655188984	1.236814316	0.605977443	0.620137377	0.851659282	1.815571259	1.717232932	0.667060442	0.784197164	0.986176676
CPNE4	2.859471357	3.116189724	3.724944191	2.05397423	4.887533151	2.287913107	3.295071971	3.299641614	2.033119633	3.913430068
KIAA0355	6.360401128	5.327270319	5.085411059	7.05531582	6.42116302	6.702005369	6.374112335	7.840357592	7.998459019	5.8046001
SCN9A	1.531815357	2.255019906	0.778152777	1.189029744	1.643462075	1.796754999	2.408539822	1.312836389	1.660703833	1.404080918
FOXC1	2.825705406	1.754502112	1.75980481	0.859160346	1.294564364	2.749046017	1.864088512	2.391373444	1.394214027	1.627952012
SCRT1	0.885811234	2.94525237	2.601996866	4.483971317	1.89691698	0.851536053	2.266078896	2.91321914	3.333476927	1.686213989
REXO1	11.77966356	8.734886207	13.03798341	8.734801455	10.17483041	10.68721621	8.667948484	8.246020003	8.308817139	9.256458637
CACNA2D2	12.75691687	29.1511911	8.390356724	28.57886233	14.26139495	11.34941692	24.90886357	10.34700791	25.29270882	11.74371596
GSPT1	35.62389794	27.5064443	95.20914954	31.56289607	30.47104569	34.69401806	27.6815129	68.64714003	25.80366458	28.57099006
MYO5C	8.465321762	4.705760693	4.952284308	4.973006827	8.287657463	8.163496551	4.706497694	3.964587902	4.836451613	6.868610367
JAK3	0.86533347	1.259990065	0.416525812	1.401842698	1.130490198	0.889417166	1.291214035	0.667974223	1.99623926	1.230308476
ATXN2L	31.72831536	24.34890106	34.83940656	28.73696549	28.33479179	29.23807009	22.22429149	32.77002277	25.31991096	27.66593797
SPTBN2	8.590299962	13.52380265	8.768092006	8.281133415	9.395195381	8.170929629	13.61920494	6.517742814	8.123823278	7.908269145
LIN52	2.523606637	1.799557169	1.308319276	1.642125747	1.840427012	2.511398865	2.297679225	2.241848043	1.786661865	2.107974151
ZNF668	2.165733136	2.047331969	3.634013872	2.598698248	2.494504574	2.054404225	1.967597761	2.460517549	2.306816086	2.157763478
NAAA	1.20877413	3.203712991	1.391969439	3.219328397	1.329354303	1.418804157	3.332694311	2.055794461	3.774238512	1.502935536
PIGC	4.379959074	5.966178267	1.551381889	5.130221246	5.165581781	5.935822161	6.518467585	4.362028919	5.435495928	4.984224231
HLA-C	392.3312494	205.7179403	303.5818069	275.9573012	257.9582074	395.5102938	204.2500992	241.2752821	259.6222309	211.6839444
DUSP14	2.808636494	2.516319994	5.378930231	2.980995614	3.970825249	3.027256085	4.075968232	7.368972585	2.998655935	4.293452361
NFKBIL1	6.508034143	7.358670378	6.549631825	8.030567501	7.146656889	5.406940209	7.941851417	5.254276705	7.342394254	5.606063987
SIM1	11.98104743	12.98119256	11.07414762	15.19784863	10.7131483	10.71999158	13.54817759	10.87311633	13.96643857	8.97040647
RAPGEF1	20.06886673	17.79901473	14.60922277	22.37496845	20.558854	18.17002236	17.04895904	13.83376022	20.73236593	19.15352104
ZCCHC14	13.90237721	17.19659079	23.07495072	18.30527994	19.28885505	13.81083815	15.65368115	22.47345346	17.1542236	16.86194428
LINC01962	1.288223257	0.38375418	1.020086722	0.274833281	0.467826274	1.319071591	0.33752583	2.836393189	0.888494527	0.867931492
IDH3B	10.59153979	12.32533671	8.863814217	12.29808679	11.75609904	11.17699968	11.27345474	7.864738097	10.40392569	9.770279646
PPP6R2	13.06322261	17.12093974	8.707226588	16.80260853	14.11616673	12.38998579	15.6310997	8.550815258	14.58668131	13.19011718
THOC7	12.11772217	17.10894138	4.95191854	12.16578799	13.74596426	12.93659072	17.14576673	8.164308418	14.15837447	15.11371546
CDAN1	2.432183969	2.365577424	1.157745644	2.197512905	2.850638458	2.179069711	2.086499232	1.086646239	2.358594821	1.902196053
DGKQ	2.732974106	3.225601331	2.793623409	2.651997585	2.59678534	2.517695952	2.438058163	1.876780286	3.164272877	2.031134176
UFM1	27.53615482	20.42196408	10.29161153	19.25249213	22.40181554	28.43642933	21.2413993	15.98643275	20.10118542	25.79159605
NOL3	6.871912982	14.1577624	3.472926021	13.33149794	9.228092382	7.664340383	16.5646154	5.384619907	13.37346553	10.15310658
DHX30	13.24719577	14.43233522	8.170800042	12.63775393	12.44305791	11.26244754	13.4064303	8.223577492	11.71587177	11.92102303
OSBPL10	3.042000547	6.543641348	3.22340348	5.833064838	3.5009528	2.941219839	6.083617595	2.879746422	5.573427371	3.099625338
FMN2	4.837167058	7.515336544	7.842900818	5.980611387	6.254653876	4.432478773	6.952146407	6.589345456	5.952679229	5.799791815
HECW2	3.400186935	5.067578524	3.925355301	7.231860057	6.962432537	3.097750428	4.932365016	3.657024511	7.537366337	5.655794389
FAP	5.421320295	16.61600067	10.65193425	21.14298222	14.04494684	4.734732091	15.76390438	13.05493677	17.70002424	10.776271
NUSAP1	1.34437196	0.788617523	2.835555055	0.576243706	0.899151598	0.790545675	0.788110818	1.978262052	0.530480757	0.905031428
TYK2	7.826057912	8.001072828	5.440275172	7.795002812	8.136662328	7.158831675	7.592124951	5.70494547	7.573992739	6.626827829
FRMD4A	1.640689667	0.731947235	1.1401902	1.048397494	1.018630085	1.836988545	0.841060038	1.226889475	1.885987517	1.01462138
ATXN7	7.718489421	7.132780336	4.446328041	6.493824454	7.178827287	8.015298033	7.394534361	7.738199894	8.777898628	6.343806303
SLC35E4	0.700921691	0.7102057	1.409596759	1.11220013	1.258290386	0.96895978	1.145195104	2.093338291	1.160695006	1.137611691
LOC441204	1.555118146	4.390604267	1.735845075	0.957356108	0.618135216	1.151762714	2.878535262	0.340700386	0.998180661	0.717511025
TBL1X	11.74496577	13.83777918	30.0025182	18.38857679	10.23905164	10.50716162	12.89857993	30.14788593	15.34296653	9.949079134
RAB3D	7.136993403	7.209952393	7.141185202	8.400992746	7.311625368	6.421166344	6.676548113	6.806073187	6.736074565	7.110378311
TATDN3	5.180752324	7.776212741	1.93742408	6.713659133	6.222942629	5.323103075	9.280130768	4.103090804	7.504387126	6.213647715
TMEM59L	3.33075585	7.164315288	7.83540638	9.331454213	3.094003078	2.401548232	6.283700407	7.170466592	8.948908249	3.102700048
ATP2A3	33.29924004	77.66394167	21.02303404	88.39364567	41.99419982	32.31336277	74.06697557	17.44146074	88.20493721	36.00987255
IL17RC	3.912326914	5.497776873	3.298793888	4.690862539	4.125165152	3.650167646	5.206674692	2.120898405	4.700387262	3.368713755
PDSS1	2.509643333	2.428670325	0.823353097	1.310807818	2.093971604	2.925997217	2.129912726	2.629934259	2.277973272	2.29268448
BRF1	2.572899417	2.932394065	1.65549101	2.800124052	2.697334401	2.449533488	2.819343217	1.427875678	2.86001506	2.106088877
TUBB3	10.03050584	18.54228714	13.95676228	13.25104664	17.59548452	11.69176188	23.19666821	14.36868405	15.2185874	19.55631574
ZNF286A	2.055442864	1.423714817	0.988961931	1.606862982	1.876846907	1.983523512	1.240283424	1.008896162	1.399572219	1.522128141
AP4B1	2.97790792	2.583719327	1.470012431	2.096750829	2.990136034	3.754432098	2.720962283	2.826228456	2.527973949	2.652535091
SETD6	2.866544336	2.567968292	1.99666163	1.960970403	2.719851811	2.785483413	2.190591204	1.635396043	2.157417723	1.844051242
SMIM24	6.947524263	21.51046209	42.40108126	40.11483617	11.07119264	6.236114357	20.38996399	42.44844032	32.95129475	10.39877476
RAB6B	3.752780221	6.515811511	5.200211343	9.121920602	3.915121947	2.872812171	6.248046948	4.696984538	6.913815169	4.207630361
ELK3	16.45729509	4.081214123	6.540382855	6.651362336	9.110818931	16.01763067	4.171100888	9.078377703	8.215918341	10.12336548
IL12A	1.488005425	0.876899977	0.489529174	2.061159617	0.824925494	1.905821228	0.632833301	1.933820015	3.044734075	0.97432908
FJX1	3.420761398	1.225713828	1.457537822	1.644716522	3.811019255	4.371990842	1.409228913	2.598158201	2.155943184	3.333863433
